Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT
6/2/2019,BTCUSDT,8544.07,8814.78,8524,8725.98,26036.64,225804902.4
6/3/2019,BTCUSDT,8725.98,8800.95,8080.8,8115.82,41950.41,355526981
6/4/2019,BTCUSDT,8115.82,8115.82,7481.02,7687.03,68681.2,539348756.2
6/5/2019,BTCUSDT,7687.03,7896.7,7572.78,7776.5,45638.79,354060083.5
6/6/2019,BTCUSDT,7776.5,7868.13,7444.58,7786.7,34197.03,263492654.4
6/7/2019,BTCUSDT,7786.7,8100,7737.49,7980.53,31779.24,251966444.9
6/8/2019,BTCUSDT,7980.53,8044.65,7751,7893.62,21204.89,167582198.7
6/9/2019,BTCUSDT,7893.62,7935,7506.66,7628.13,29536.44,228303163
6/10/2019,BTCUSDT,7628.13,8020,7511,7982.75,34292,267862714.9
6/11/2019,BTCUSDT,7982.75,8010,7692.23,7884.9,28578.92,224265423.1
6/12/2019,BTCUSDT,7884.9,8200,7788.99,8127.64,38855.34,311272490.3
6/13/2019,BTCUSDT,8127.64,8309.82,8010.03,8218.54,28621.28,233346870.4
6/14/2019,BTCUSDT,8218.54,8684.41,8144.32,8650,36987.67,309591286.1
6/15/2019,BTCUSDT,8650,8864.99,8567.63,8808.7,29573.08,257105509.9
6/16/2019,BTCUSDT,8808.7,9333,8760,8953.33,57848.65,524860629.7
6/17/2019,BTCUSDT,8953.33,9444,8950,9313.96,44294.61,408347176.9
6/18/2019,BTCUSDT,9313.96,9336.36,8950,9081.55,48158.99,439353122.1
6/19/2019,BTCUSDT,9081.55,9304,8960,9255.49,29859.81,272896676.3
6/20/2019,BTCUSDT,9255.49,9590,9175.2,9517.12,32120,300773682.1
6/21/2019,BTCUSDT,9517.12,10174.99,9517.12,10159.86,46590.64,456586005.2
6/22/2019,BTCUSDT,10159.86,11160,9921.72,10729.5,94759.31,1011481805
6/23/2019,BTCUSDT,10729.5,11392.64,10555.18,10906.07,52581.13,572220190.9
6/24/2019,BTCUSDT,10906.07,11143.63,10620.8,11056.59,39940.55,435340224.2
6/25/2019,BTCUSDT,11056.59,11850,11026,11820.86,56154.67,639404855.6
6/26/2019,BTCUSDT,11820.86,13964.74,11741,12666.45,99314.94,1273660223
6/27/2019,BTCUSDT,13299.99,13347.99,10525.1,11329.99,138662.72,1622958316
6/28/2019,BTCUSDT,11329.99,12480,10982.88,12400.63,86558.62,1020820777
6/29/2019,BTCUSDT,12400.63,12441.54,11475.02,11903.13,63232.82,752724243.2
6/30/2019,BTCUSDT,11903.13,12180,10766.03,10854.1,77205.72,887571779.6
7/1/2019,BTCUSDT,10854.1,11282.28,10030,10624.93,82471.39,881875766.9
7/2/2019,BTCUSDT,10624.93,10938.75,9727,10842.85,99213.02,1021975623
7/3/2019,BTCUSDT,10842.85,11991.89,10841.04,11940,87772.38,995193543.8
7/4/2019,BTCUSDT,11940,12000,11055,11145.67,60649.46,707664152.4
7/5/2019,BTCUSDT,11145.67,11406.83,10796.44,10970.73,58437.08,649273951
7/6/2019,BTCUSDT,10970.73,11665,10964.51,11256.49,47363.72,538340879.6
7/7/2019,BTCUSDT,11256.49,11538,11094.37,11406.24,36004.78,406877786
7/8/2019,BTCUSDT,11406.24,12338.03,11220,12238.6,47820.5,566740812.1
7/9/2019,BTCUSDT,12238.6,12794.73,12068,12543.41,71968.89,895385000.1
7/10/2019,BTCUSDT,12543.41,13147.08,11569,12108.37,98461.1,1234817289
7/11/2019,BTCUSDT,12108.37,12111.73,11000,11342.89,79149.22,911270591.4
7/12/2019,BTCUSDT,11342.89,11885,11073,11757.22,51706.88,596600067
7/13/2019,BTCUSDT,11757.22,11799.98,10830,11355.76,49185.81,556934215.7
7/14/2019,BTCUSDT,11355.76,11452,10103,10174.18,65592.98,703580672.4
7/15/2019,BTCUSDT,10174.18,11100,9860,10838.72,74379.9,772595531.8
7/16/2019,BTCUSDT,10838.72,11028,9350.01,9439.59,87204.22,881856938.5
7/17/2019,BTCUSDT,9439.59,9957,9060,9667.92,76851.7,732485975.7
7/18/2019,BTCUSDT,9667.92,9784.56,9521,9720,3236.41,31138772.85
7/19/2019,BTCUSDT,10627.16,10769.71,10121.84,10504.29,51296.32,535193155.6
7/20/2019,BTCUSDT,10504.29,11068.99,10350,10740.23,43505.28,464614040.4
7/21/2019,BTCUSDT,10740.23,10817.9,10288,10589.45,35913.86,378882277.6
7/22/2019,BTCUSDT,10589.45,10683.16,10100,10340.31,37396.36,389148527.8
7/23/2019,BTCUSDT,10340.31,10343.97,9822,9864.91,43700.7,439075342.4
7/24/2019,BTCUSDT,9864.91,9937,9525,9763.28,40201.05,390717391.2
7/25/2019,BTCUSDT,9763.28,10175,9720.03,9879.87,35044.58,350657595.8
7/26/2019,BTCUSDT,9879.87,9889.98,9637,9824,19683.49,192022928.4
7/27/2019,BTCUSDT,9824,10188.66,9333,9476.52,32649.21,318024837.5
7/28/2019,BTCUSDT,9476.52,9594.99,9165,9541.54,27370.91,259358247.2
7/29/2019,BTCUSDT,9541.54,9729,9395,9507.64,26899.31,257213872.7
7/30/2019,BTCUSDT,9507.64,9714.28,9402,9574.21,30751.86,293800694.5
7/31/2019,BTCUSDT,9574.21,10109.8,9555,10080.53,36698.32,361864379
8/1/2019,BTCUSDT,10080.53,10467.86,9863.46,10374.99,38427.59,388729401.5
8/2/2019,BTCUSDT,10374.99,10670,10281.35,10523.75,39435.04,413105112.3
8/3/2019,BTCUSDT,10523.75,10904.77,10497.93,10816.86,31480.04,338863353.6
8/4/2019,BTCUSDT,10816.86,11040,10552,10929.23,36994.61,400099182.3
8/5/2019,BTCUSDT,10929.23,11937.52,10927.8,11828.8,59656.47,694027648.8
8/6/2019,BTCUSDT,11828.8,12330.7,11226.7,11481.69,69745.18,822100144.2
8/7/2019,BTCUSDT,11481.69,12141.17,11382.84,11975.03,63842.27,751757281.2
8/8/2019,BTCUSDT,11975.03,12060,11521,11999.77,47773.39,563880694.2
8/9/2019,BTCUSDT,11999.77,12045.68,11700,11879.99,36781.9,435691680.2
8/10/2019,BTCUSDT,11879.99,11985,11270,11309.31,39142.5,451950654.3
8/11/2019,BTCUSDT,11309.31,11599.98,11112.11,11549.97,24863.2,283145958.6
8/12/2019,BTCUSDT,11549.97,11577.89,11235.32,11396.08,16354.98,186502616.1
8/13/2019,BTCUSDT,11396.08,11456.16,10788.45,10892.71,30701.79,340946580.6
8/14/2019,BTCUSDT,10892.71,10897.48,9928.1,10050.37,49924.64,520584896.4
8/15/2019,BTCUSDT,10050.37,10460,9911,10293.93,34725.11,352588729.3
8/16/2019,BTCUSDT,10293.93,10536.03,9750,10331.54,47471.23,483608042.4
8/17/2019,BTCUSDT,10331.54,10465.14,10000,10216.02,26833.97,275590038
8/18/2019,BTCUSDT,10216.02,10500,10080,10306.78,22747.35,234692610
8/19/2019,BTCUSDT,10306.78,10930,10258.6,10915.54,34691.43,369061080.1
8/20/2019,BTCUSDT,10915.54,10949.96,10560,10760.51,30436.73,326679449.3
8/21/2019,BTCUSDT,10760.51,10804.13,9858,10116.81,43013.47,438651746.9
